Emission/nm,smiles1,solvent,smiles2,y
665,NC(C=C1)=CC2=C1C3=C(CCC2)C(C4=CC=CC=C4)=C5C(C(C=CC(N)=C6)=C6CCC5)=[O+]3,EtOH,CCO,0.665
658,COC(C=CC=C1)=C1C2=C3C(C(C=CC(N)=C4)=C4CCC3)=[O+]C5=C2CCCC6=C5C=CC(N)=C6,EtOH,CCO,0.658
641,NC(C=C1)=CC2=C1C3=C(CCC2)C(C4=C(C(O)=O)C=CC=C4)=C5C(C(C=CC(N)=C6)=C6CCC5)=[O+]3,EtOH,CCO,0.641
668,CN(C)C(C=C1)=CC2=C1C3=C(CCC2)C(C4=C(C(O)=O)C=CC=C4)=C5C(C(C=CC(N(C)C)=C6)=C6CCC5)=[O+]3,EtOH,CCO,0.668
587,CC(NC1=CC2=C(C=C1)C3=[O+]C4=C(CCCC5=C4C=CC(NC(C)=O)=C5)C(C6=CC=CC=C6)=C3CCC2)=O,EtOH,CCO,0.587
463,OC(CCCCCN(CC)C1C=C2OC(=O)C(C(=O)NCCS(=O)([O-])=O)=CC2=CC=1)=O,EtOH,CCO,0.463
518,O=C(O)CCCN(C1=[O+]C2=CC(N(CC)CC)=CC=C2C(=C1)/C=C1\N(C)C2=C(C=CC=C2)S\1)C,EtOH,CCO,0.518
528,NC1=CC2=[O+]C3=CC(N)=CC=C3C(=C2C=C1)C1=CC=C(C=C1C(=O)O)C(NCCCCCC(=O)O)=O,EtOH,CCO,0.528
577,O1C2=CC(N(CC)CC)=CC=C2/C(/C=C1C(C)(C)C)=C/C=C1/C(=O)N(CCCCCC(O)=O)C(N(CCCS([O-])(=O)=O)C/1=O)=O,EtOH,CCO,0.577
577,O1C2=CC(N(CC)CC)=CC=C2/C(/C=C1C(C)(C)C)=C/C=C1/C(=O)N(CCCCCC(O)=O)C(N(CCCS(O)(=O)=O)C/1=O)=O,EtOH,CCO,0.577
570,N(C1=CC2=[O+]C3=CC(N(C)C)=CC=C3C(=C2C=C1)C1C(C(O)=O)=CC(=CC=1)C(=O)NCCCCCC(O)=O)(C)C,EtOH,CCO,0.57
573,N(C1=CC2=[O+]C3=CC(N(CC)CC)=CC=C3C(=C2C=C1)C1C(C(O)=O)=CC(=CC=1)C(=O)NCCCCCC(O)=O)(CC)CC,EtOH,CCO,0.573
574,N(C1=CC2=[O+]C3=CC(N(CC)CCCS(=O)(O)=O)=CC=C3C(=C2C=C1)C1C(C(O)=O)=CC(=CC=1)C(=O)NCCCCCC(O)=O)(CC)CC,EtOH,CCO,0.574
576,N(C1=CC2=[O+]C3=CC(N(CC)CCCS(=O)([O-])=O)=CC=C3C(=C2C=C1)C1C(C(O)=O)=CC(=CC=1)C(=O)NCCCCCC(O)=O)(CC)CCCS(=O)(=O)O,EtOH,CCO,0.576
576,N(C1=CC2=[O+]C3=CC(N(CC)CCCS(=O)([O-])=O)=CC=C3C(=C2C=C1)C1C(C(O)=O)=CC(=CC=1)C(=O)NCCCCCC(O)=O)(CC)CCCS(=O)(=O)[O-],EtOH,CCO,0.576
576,N(C1=CC2=[O+]C3=CC(N(CC)CCCS(=O)(O)=O)=CC=C3C(=C2C=C1)C1C(C(O)=O)=CC(=CC=1)C(=O)NCCCCCC(O)=O)(CC)CCCS(=O)(=O)O,EtOH,CCO,0.576
578,N(C1=CC2=[O+]C3=CC(N(CC)CC)=CC=C3C(=C2C=C1)C1C(S(=O)(O)=O)=CC(=CC=1)C(=O)NCCCCCC(O)=O)(CC)CC,EtOH,CCO,0.578
589,N12C3=C(C4=[O+]C5C(=CC6CCCN7C=6C=5CCC7)C(=C4C=C3CCC1)C1=CC=C(C(O)=O)C=C1C(O)=O)CCC2,EtOH,CCO,0.589
604,O=S(CCCN1C(C)(C)C=C(C)C2C=C3C(C4C=CC=CC=4C(N(C)CCCC(=O)O)=O)=C4C=CC(N(CC)CCCS(=O)([O-])=O)=CC4=[O+]C3=CC21)(=O)O,EtOH,CCO,0.604
604,O=S(CCCN1C(C)(C)C=C(C)C2C=C3C(C4C=CC=CC=4C(N(C)CCCC(=O)O)=O)=C4C=CC(N(CC)CCCS(=O)(O)=O)=CC4=[O+]C3=CC21)(=O)O,EtOH,CCO,0.604
604,O=S(CCCN1C(C)(C)C=C(C)C2C=C3C(C4C=CC=CC=4C(N(C)CCCC(=O)O)=O)=C4C=CC(N(CC)CCCS(=O)([O-])=O)=CC4=[O+]C3=CC21)(=O)[O-],EtOH,CCO,0.604
600,N12C3=C(C4=[O+]C5=C6CCCN7CCCC(C=C5C(=C4C=C3CCC1)C1C(S(=O)([O-])=O)=CC(=CC=1)S(=O)(NCCCCCC(O)=O)=O)=C67)CCC2,EtOH,CCO,0.6
600,N12C3=C(C4=[O+]C5=C6CCCN7CCCC(C=C5C(=C4C=C3CCC1)C1C(S(=O)(O)=O)=CC(=CC=1)S(=O)(NCCCCCC(O)=O)=O)=C67)CCC2,EtOH,CCO,0.6
598,N12CCCC3C=C4C(=C5C=C6CCCN7C6=C(CCC7)C5=[O+]C4=C(C=31)CCC2)C1C(S(=O)(O)=O)=CC(S(=O)(NCCOCCOCCC(O)=O)=O)=CC=1,EtOH,CCO,0.598
632,N(C1C=CC2C(C(C)(C)C)=C/C(/OC=2C=1)=C\C=C1/C(=O)N(C(N(CCCCCC(O)=O)C/1=O)=O)CCCS(=O)([O-])=O)(CC)CC,EtOH,CCO,0.632
632,N(C1C=CC2C(C(C)(C)C)=C/C(/OC=2C=1)=C\C=C1/C(=O)N(C(N(CCCCCC(O)=O)C/1=O)=O)CCCS(=O)(O)=O)(CC)CC,EtOH,CCO,0.632
643,OC(=O)CCCCCN1C2=C(C=C(C=C2)S([O-])(=O)=O)C(/C/1=C/C=C/C1C2=CC=C(C=C2[O+]=C(C(C)(C)C)C=1)N)(C)C,EtOH,CCO,0.643
643,OC(=O)CCCCCN1C2=C(C=C(C=C2)S(O)(=O)=O)C(/C/1=C/C=C/C1C2=CC=C(C=C2[O+]=C(C(C)(C)C)C=1)N)(C)C,EtOH,CCO,0.643
658,OC(=O)CCCCCN1C2=C(C=C(C=C2)S([O-])(=O)=O)C(/C/1=C/C=C/C1C2=CC=C(C=C2[O+]=C(C(C)(C)C)C=1)N(CC)CC)(C)C,EtOH,CCO,0.658
657,OS(=O)(=O)CCCCCN1C2=C(C=C(C=C2)S([O-])(=O)=O)C(/C/1=C/C=C/C1C2=CC=C(C=C2[O+]=C(C(C)(C)C)C=1)N(CC)CC)(CCCC(=O)O)C,EtOH,CCO,0.657
658,OS(=O)(=O)CCCCCN1C2=C(C=C(C=C2)S([O-])(=O)=O)C(/C/1=C/C=C/C1C2=CC=C(C=C2[O+]=C(C(C)(C)C)C=1)N(CC)CCCS([O-])(=O)=O)(CCCC(=O)O)C,EtOH,CCO,0.658
658,OS(=O)(=O)CCCCCN1C2=C(C=C(C=C2)S([O-])(=O)=O)C(/C/1=C/C=C/C1C2=CC=C(C=C2[O+]=C(C(C)(C)C)C=1)N(CC)CCCS(O)(=O)=O)(CCCC(=O)O)C,EtOH,CCO,0.658
658,OC(=O)CCCCCN1C2=C(C=C(C=C2)S([O-])(=O)=O)C(/C/1=C/C=C/C1C2=CC=C(C=C2[O+]=C(C(C)(C)C)C=1)N(CC)CCCS([O-])(=O)=O)(C)C,EtOH,CCO,0.658
657,O=S(CCCN(C1C=C2[O+]=C(C(C)(C)C)C=C(C2=CC=1)/C=C/C=C1\N(C2=C(C=C(C=C2)S(O)(=O)=O)C\1(CCCC(O)=O)C)CCCS(O)(O)=O)CCCS(=O)([O-])=O)(=O)O,EtOH,CCO,0.657
657,O=S(CCCN(C1C=C2[O+]=C(C(C)(C)C)C=C(C2=CC=1)/C=C/C=C1\N(C2=C(C=C(C=C2)S(O)(=O)=O)C\1(CCCC(O)=O)C)CCCS(O)(O)=O)CCCS(=O)([O-])=O)(=O)[O-],EtOH,CCO,0.657
657,O=S(CCCN(C1C=C2[O+]=C(C(C)(C)C)C=C(C2=CC=1)/C=C/C=C1\N(C2=C(C=C(C=C2)S(O)(=O)=O)C\1(CCCC(O)=O)C)CCCS(O)([O-])=O)CCCS(=O)([O-])=O)(=O)[O-],EtOH,CCO,0.657
657,O=S(CCCN(C1C=C2[O+]=C(C(C)(C)C)C=C(C2=CC=1)/C=C/C=C1\N(C2=C(C=C(C=C2)S([O-])(=O)=O)C\1(CCCC(O)=O)C)CCCS(O)([O-])=O)CCCS(=O)([O-])=O)(=O)[O-],EtOH,CCO,0.657
657,O=S(CCCN(C1C=C2[O+]=C(C(C)(C)C)C=C(C2=CC=1)/C=C/C=C1\N(C2=C(C=C(C=C2)S(O)(=O)=O)C\1(CCCC(O)=O)C)CCCS(O)(O)=O)CCCS(=O)(O)=O)(=O)O,EtOH,CCO,0.657
670,OC(=O)CCCCCN1C2=C(C=C(S([O-])(=O)=O)C=C2)C(C)(/C/1=C/C=C/C1=CC(=[O+]C2C1=CC1CCCN3C=1C=2CCC3)C(C)(C)C)C,EtOH,CCO,0.67
670,OC(=O)CCCCCN1C2=C(C=C(S(O)(=O)=O)C=C2)C(C)(/C/1=C/C=C/C1=CC(=[O+]C2C1=CC1CCCN3C=1C=2CCC3)C(C)(C)C)C,EtOH,CCO,0.67
670,[O+]1=C(C(C)(C)C)C=C(C2C1=C1C3N(CCCC=3C=2)CCC1)/C=C/C=C1\N(C2C=CC(S(O)(=O)=O)=CC=2C\1(CCCC(O)=O)C)CCCS(=O)([O-])=O,EtOH,CCO,0.67
670,[O+]1=C(C(C)(C)C)C=C(C2C1=C1C3N(CCCC=3C=2)CCC1)/C=C/C=C1\N(C2C=CC(S(O)(=O)=O)=CC=2C\1(CCCC(O)=O)C)CCCS(=O)(O)=O,EtOH,CCO,0.67
654,C(=O)(C1C=C(C2C3=C(O/C(/C=2C)=C/CC2C(=O)N(CCCS(=O)([O-])=O)C(N(CCCCCC(O)=O)C2=O)=O)C=C(N(CC)CC)C=C3)C=CC=1)O,EtOH,CCO,0.654
654,C(=O)(C1C=C(C2C3=C(O/C(/C=2C)=C/CC2C(=O)N(CCCS(=O)(O)=O)C(N(CCCCCC(O)=O)C2=O)=O)C=C(N(CC)CC)C=C3)C=CC=1)O,EtOH,CCO,0.654
646,OS(C1C=C(C2C3=C(C=C(N(CC)CC)C=C3)O/C(/C=2)=C/C=C2\C(=O)N(C(N(C\2=O)CCCCCC(O)=O)=O)CCCS(=O)([O-])=O)C(=CC=1OC)C)(=O)=O,EtOH,CCO,0.646
646,[O-]S(C1C=C(C2C3=C(C=C(N(CC)CC)C=C3)O/C(/C=2)=C/C=C2\C(=O)N(C(N(C\2=O)CCCCCC(O)=O)=O)CCCS(=O)([O-])=O)C(=CC=1OC)C)(=O)=O,EtOH,CCO,0.646
646,OS(C1C=C(C2C3=C(C=C(N(CC)CC)C=C3)O/C(/C=2)=C/C=C2\C(=O)N(C(N(C\2=O)CCCCCC(O)=O)=O)CCCS(=O)(O)=O)C(=CC=1OC)C)(=O)=O,EtOH,CCO,0.646
676,OC(=O)CCCCCN1C2=C(C=C(C=C2)S([O-])(=O)=O)C(C)(C)/C/1=C/C=C/C1C2=CC3C(C)=CC(C)(N(CC)C=3C=C2[O+]=C(C(C)(C)C)C=1)C,EtOH,CCO,0.676
676,OC(=O)CCCCCN1C2=C(C=C(C=C2)S(O)(=O)=O)C(C)(C)/C/1=C/C=C/C1C2=CC3C(C)=CC(C)(N(CC)C=3C=C2[O+]=C(C(C)(C)C)C=1)C,EtOH,CCO,0.676
677,[O+]1=C(C(C)(C)C)C=C(C2=CC3C(=CC(C)(N(C=3C=C21)CC)C)C)/C=C/C=C1\N(C2=C(C=C(S(O)([O-])=O)C=C2)C\1(CCCC(O)=O)C)CCCS([O-])(=O)=O,EtOH,CCO,0.677
676,O=S(CCCN1C(C)(C)C=C(C2C=C3C(=CC(=[O+]C3=CC=21)C(C)(C)C)/C=C/C=C1\N(C2=C(C=C(C=C2)S(O)(=O)=O)C\1(CCCC(O)=O)C)CCCS(=O)([O-])=O)C)(=O)O,EtOH,CCO,0.676
677,O=S(CCCN1C(C)(C)C=C(C2C=C3C(=CC(=[O+]C3=CC=21)C(C)(C)C)/C=C/C=C1\N(C2=C(C=C(S(O)(=O)=O)C=C2)C\1(CCCC(O)=O)C)CCCS(=O)(O)=O)CS(=O)(=O)O)(=O)[O-],EtOH,CCO,0.677
699,OC(=O)CCCCCN1C2C=CC(S([O-])(=O)=O)=CC=2C(C)(C)/C/1=C/C=C/C1=CC(=[O+]C2=CC3N(C(C)(C)C=C(C=3C=C21)C)CC)C1C=CC=CC=1,EtOH,CCO,0.699
699,[O+]1=C(C2C=CC=CC=2)C=C(C2=CC3C(=CC(C)(N(C=3C=C21)CC)C)C)/C=C/C=C1\N(C2=C(C=C(S([O-])(=O)=O)C=C2)C\1(CCCC(O)=O)C)CCCS(=O)([O-])=O,EtOH,CCO,0.699
698,O=S(CCCN1C(C)(C)C=C(C2C=C3C(=CC(=[O+]C3=CC=21)C1C=CC=CC=1)/C=C/C=C1\N(C2=C(C=C(S([O-])(=O)=O)C=C2)C\1(CCCC(O)=O)C)CCCS(=O)([O-])=O)C)(=O)[O-],EtOH,CCO,0.698
694,O=S(CCCN1C2C=C3[O+]=C(C4C=CC=CC=4)C=C(/C=C/C=C4/C(CCCC(O)=O)(C)C5C=C(S([O-])(=O)=O)C=CC=5N/4CCCS(=O)([O-])=O)C3=CC=2C(=CC1(C)C)CS([O-])(=O)=O)(=O)[O-],EtOH,CCO,0.694
709,OC(=O)CCCCCN1C2=C(C=C(C=C2)S([O-])(=O)=O)C(C)(C)/C/1=C\C=C\C1=[O+]C2=CC(N(CC)CC)=CC=C2C(=C1)C(C)(C)C,EtOH,CCO,0.709
709,O=S(CCCN1C2=C(C=C(C=C2)S([O-])(=O)=O)C(/C/1=C\C=C\C1=[O+]C2C(C(=C1)C(C)(C)C)=CC=C(N(CC)CC)C=2)(C)CCCC(=O)O)(=O)[O-],EtOH,CCO,0.709
709,O=S(=O)(CCCN(C1C=C2C(C(=CC(=[O+]2)/C=C/C=C2/N(C3=C(C=C(C=C3)S([O-])(=O)=O)C/2(CCCC(=O)O)C)CCCS(O)([O-])=O)C(C)(C)C)=CC=1)CC)[O-],EtOH,CCO,0.709
699,[O-]S(=O)(=O)C1C=C(C=CC=1)CN(C1C=C2[O+]=C(/C=C/C=C3/N(C4=C(C=C(C=C4)S([O-])(=O)=O)C/3(CCCC(=O)O)C)CCCS(O)([O-])=O)C=C(C2=CC=1)C(C)(C)C)CC1=CC(S(=O)([O-])=O)=CC=C1,EtOH,CCO,0.699
728,OC(=O)CCCCCN1C2C=CC(S([O-])(=O)=O)=CC=2C(C)(/C/1=C\C=C\C1=[O+]C2C(=CC=C(N(CC)CC)C=2)C(C2C=CC=CC=2)=C1C)C,EtOH,CCO,0.728
730,O=S([O-])(CCCN1C2=C(C=C(S([O-])(=O)=O)C=C2)C(C)(CCCC(=O)O)/C/1=C\C=C\C1=[O+]C2=CC(N(CC)CC)=CC=C2C(=C1C)C1=CC=CC=C1)=O,EtOH,CCO,0.73
728,O=S(CCCN(C1C=C2[O+]=C(/C=C/C=C3\C(C)(C4C=C(C=CC=4N\3CCCS(=O)(O)=O)S([O-])(=O)=O)CCCC(=O)O)C(=C(C2=CC=1)/C(/C=C=C)=C/C=C)C)CC)(=O)[O-],EtOH,CCO,0.728
721,O=S(CCCN1C2C=CC(S(O)(=O)=O)=CC=2C(C)(CCCC(=O)O)/C/1=C\C=C\C1=[O+]C2C(C(C3C(C)=CC(OC)=CC=3)=C1)=CC=C(N(CC)CC)C=2)(=O)[O-],EtOH,CCO,0.721
721,O=S(CCCN1C2C=CC(S([O-])(=O)=O)=CC=2C(C)(/C/1=C\C=C\C1=[O+]C2=CC(N(CC)CC)=CC=C2C(=C1)C1C=C(S(=O)([O-])=O)C(=CC=1C)OC)CCCC(=O)O)(=O)[O-],EtOH,CCO,0.721
732,OC(=O)CCCCCN1C2=C(C=C(S([O-])(=O)=O)C=C2)C(C)(C)/C/1=C\CCC1=[O+]C2=CC(N(CC)CC)=CC=C2C(=C1C)C1C=CC=C(S(=O)([O-])=O)C=1,EtOH,CCO,0.732
733,O=S(CCCN1C2=C(C=C(S([O-])(=O)=O)C=C2)C(C)(/C/1=C\C=C\C1=[O+]C2=CC(N(CC)CC)=CC=C2C(=C1C)C1C=C(S(=O)([O-])=O)C=CC=1)CCCC(=O)O)(=O)[O-],EtOH,CCO,0.733
744,[O-]S(C1C=CC2N(/C(/C(C=2C=1)(C)C)=C/C=C1\CCCC2C\1=[O+]C1C(C=2C2C=CC=CC=2C(NCCS(=O)([O-])=O)=O)=CC=C(N(CC)CC)C=1)CCCCCC(O)=O)(=O)=O,EtOH,CCO,0.744
755,[O+]1=C(C=C(C2=CC=C(C=C21)N(CC)CC)/C=C/C=C/C=C1\N(C2=C(C=C(S([O-])(=O)=O)C=C2)C\1(C)C)CCCCCC(=O)O)C(C)(C)C,EtOH,CCO,0.755
755,[O+]1=C(C(C)(C)C)C=C(/C=C/C=C/C=C2\N(C3=C(C=C(S([O-])(=O)=O)C=C3)C\2(CCCC(O)=O)C)CCCS(=O)([O-])=O)C2C1=CC(N(CC)CC)CC=2,EtOH,CCO,0.755
756,O=S(CCCN(CC)C1C=C2[O+]=C(C(C)(C)C)C=C(C2=CC=1)/C=C/C=C/C=C1\N(C2=C(C=C(C=C2)S([O-])(=O)=O)C\1(CCCC(O)=O)C)CCCS(=O)([O-])=O)(=O)[O-],EtOH,CCO,0.756
755,O=S(CCCN(CCCS([O-])(=O)=O)C1C=C2[O+]=C(C(C)(C)C)C=C(C2=CC=1)/C=C/C=C/C=C1\N(C2=C(C=C(S(O)([O-])=O)C=C2)C\1(CCCC(O)=O)C)CCCS(O)(=O)[O-])(=O)[O-],EtOH,CCO,0.755
764,[O+]1=C(C(C)(C)C)C=C(C2=CC3CCCN4CCCC(C=34)=C21)/C=C/CC/C=C1\N(C2=C(C=C(S([O-])(=O)=O)C=C2)C\1(CCCC(O)=O)C)CCCS(O)([O-])=O,EtOH,CCO,0.764
774,[O+]1=C(C(C)(C)C)C=C(C2C1=CC1N(C(C)(C=C(C=1C=2)C)C)CC)/C=C/C=C/C=C1\N(C2=C(C=C(C=C2)S([O-])(=O)=O)C\1(C)C)CCCCCC(=O)O,EtOH,CCO,0.774
772,[O+]1=C(C(C)(C)C)C=C(C2=CC3C(=CC(C)(C)N(C=3C=C21)CC)C)/C=C/C=C/C=C1\N(C2=C(C=C(S([O-])(=O)=O)C=C2)C\1(CCCC(O)=O)C)CCCS(=O)([O-])=O,EtOH,CCO,0.772
771,O=S(CCCN1C2C=C3[O+]=C(C(C)(C)C)C=C(C3=CC=2C(=CC1(C)C)C)/C=C/C=C/C=C1\N(C2=C(C=C(C=C2)S([O-])(=O)=O)C\1(CCCC(O)=O)C)CCCS(=O)([O-])=O)(=O)[O-],EtOH,CCO,0.771
771,O=S(CCCN1C2C=C3[O+]=C(C=C(C3=CC=2C(=CC1(C)C)CS(=O)([O-])=O)/C=C/C=C/C=C1\N(C2=C(C=C(S([O-])(=O)=O)C=C2)C\1(CCCC(O)=O)C)CCCS(=O)([O-])=O)C(C)(C)C)(=O)[O-],EtOH,CCO,0.771
785,[O-]S(C1C2C=CC3N(/C(/C(C)(C)C=3C=2C=C(S(=O)([O-])=O)C=1)=C/C=C1\CCCC2=C(C3=CC4C(=CC(C)(N(C=4C=C3[O+]=C2\1)CC)C)CS(=O)([O-])=O)C1C=CC=CC=1C(N(C)CCCC(=O)O)=O)CC)(=O)=O,EtOH,CCO,0.785
787,[O+]1=C(C=C(C2=CC3C(=CC(C)(N(C=3C=C21)CC)C)C)C=C/C=C/C=C1\N(C2=C(C=C(S([O-])(=O)=O)C=C2)C\1(CCCC(O)=O)C)CCCS(=O)([O-])=O)C1C=CC=CC=1,EtOH,CCO,0.787
788,O=S(CCCN1C2C=C3[O+]=C(C4C=CC=CC=4)C=C(C3=CC=2C(=CC1(C)C)C)/C=C/C=C/C=C1/C(CCCC(O)=O)(C)C2C=C(S([O-])(=O)=O)C=CC=2N/1CCCS(=O)([O-])=O)(=O)[O-],EtOH,CCO,0.788
787,O=S(CCCN1C2C=C3[O+]=C(C=C(/C=C/C=C/C=C4\N(C5=C(C=C(C=C5)S([O-])(=O)=O)C\4(CCCC(O)=O)C)CCCS(=O)([O-])=O)C3=CC=2C(=CC1(C)C)CS(=O)([O-])=O)C1C=CC=CC=1)(=O)[O-],EtOH,CCO,0.787
799,OC(=O)CCCCCN1C2=C(C=C(C=C2)S([O-])(=O)=O)C(C)(C)/C/1=C\C=C\C=C\C1=[O+]C2C(C(=C1)C(C)(C)C)=CC=C(C=2)N(CC)CC,EtOH,CCO,0.799
796,O=S(CCCN1C2=C(C=C(C=C2)S([O-])(=O)=O)C(C)(CCCC(=O)O)/C/1=C\C=C\C=C\C1=[O+]C2=CC(N(CC)CC)=CC=C2C(C(C)(C)C)=C1)(=O)[O-],EtOH,CCO,0.796
794,O=S(CCCN(C1C=C2[O+]=C(/C=C/C=C/C=C3/N(C4=C(C=C(S([O-])(=O)=O)C=C4)C/3(C)CCCC(=O)O)CCCS(=O)([O-])=O)C=C(C(C)(C)C)C2=CC=1)CC)(=O)[O-],EtOH,CCO,0.794
780,[O-]S(C1=CC=CC(CN(C2C=C3[O+]=C(/C=C/C=C/C=C4/N(C5C=CC(S([O-])(=O)=O)=CC=5C/4(CCCC(O)=O)C)CCCS(=O)([O-])=O)C=C(C(C)(C)C)C3=CC=2)CC2C=CC=C(S(=O)([O-])=O)C=2)=C1)(=O)=O,EtOH,CCO,0.78
791,O=S(CCC[N+]1=C(/C=C/C2=C(/C(=C/C=C3/N(C4=C(C=CC=C4)C/3(CCCC(O)=O)C)CCCS(=O)([O-])=O)/CCC2)OC2=CC=C(S([O-])(=O)=O)C=C2)C(C)(C)C2=CC=CC=C21)(=O)[O-],EtOH,CCO,0.791
824,[O-]S(C1C=C2C(N(/C(/C2(CCCC(O)=O)C)=C\C=C\C=C2\C3=[O+]C4=CC(N(CC)CC)=CC=C4C(=C3CCC\2)C2C=CC=CC=2C(O)=O)CCCS(=O)([O-])=O)=CC=1)(=O)=O,EtOH,CCO,0.824
843,[O-]S(C1=CC2C(/C(/N(CCCCCC(O)=O)C=2C=C1)=C\C=C\C=C1\C2=[O+]C3=CC(N(CC)CC)=CC=C3C(=C2CCC\1)C1=C(C=CC=C1)C(N(C)CCS(=O)([O-])=O)=O)(C)C)(=O)=O,EtOH,CCO,0.843
875,[O+]1=C(C(C)(C)C)C=C(C2C1=CC(N(CC)CC)=CC=2)/C=C/C=C/C=C/C=C1\N(C2=C(C=C(S([O-])(=O)=O)C=C2)C\1(CCCC(O)=O)C)CCCS(O)([O-])=O,EtOH,CCO,0.875
876,[O-]S(C1=CC2C(C)(/C(/N(CCCCCC(O)=O)C=2C=C1)=C\C=C\C=C1/CCCC2C/1=[O+]C1=CC3N(C(C)(C)C=C(C=3C=C1C=2C1C=CC=CC=1C(=O)N(C)CCS(=O)([O-])=O)CS(=O)([O-])=O)CC)C)(=O)=O,EtOH,CCO,0.876
896,[O-]S(C1C2=C(C3C(C)(/C(/N(CC)C=3C=C2)=C\C=C\C=C2\C3=[O+]C4=CC5N(CC)C(C)(C=C(CS(=O)([O-])=O)C=5C=C4C(=C3CCC\2)C2CCC=CC=2C(N(C)CCCC(=O)O)=O)C)C)C=C(C=1)S(=O)([O-])=O)(=O)=O,EtOH,CCO,0.896
512,OC(=O)CCCC[N+]1C2=C(C=C(C=C2)S(=O)([O-])=O)C(C)(C)C=1/C=C/C1=C(C2C(=CC(OC)=CC=2OC)OC1=O)O,EtOH,CCO,0.512
512,OC(=O)CCCCC[N+]1C2=C(C=C(C=C2)S(=O)([O-])=O)C(C)(C)C=1/C=C/C1=C(C2C(=CC(OC)=CC=2OC)OC1=O)O,EtOH,CCO,0.512
631,OC(=O)CCCCC[N+]1C=C(C=CC=1/C=C/C1=CC2C(=CC(N(CC)CC)=CC=2)OC1=O)S(=O)([O-])=O,EtOH,CCO,0.631
649,OC(CCCCCN(C1C=C2OC(=O)C(=CC2=CC=1)/C=C/C(/C=C\C(\S(=O)([O-])=O)=C/C)=[NH+]\CCCS(=O)([O-])=O)CC)=O,EtOH,CCO,0.649
559,OC(CCCCCN(C1C=C2OC(C(C3=CC=[N+](CCCS(=O)([O-])=O)C=C3)=CC2=CC=1)=O)CC)=O,EtOH,CCO,0.559
639,O=C1OC2=CC(N(CC)CC)=CC=C2C=C1/C=C/C1C=C[N+](CCCCCC(O)=O)=CC=1,EtOH,CCO,0.639
590,O=S(CCCN1C2C=C3OC(=O)C(C4=CC=[N+](CCCCCC(O)=O)C=C4)=CC3=CC=2C(=CC1(C)C)C)(=O)[O-],EtOH,CCO,0.59
662,[O-]S(C1C=[N+](C(CCCCC(O)=O)C)C=CC=1/C=C/C1C(=O)OC2=CC(N(CC)CC)=CC=C2C=1)(=O)=O,EtOH,CCO,0.662
666,OC(=O)CCCCCN(C1C=C2OC(=O)C(/C=C/C3=C(C=[N+](CCCS(=O)([O-])=O)C=C3)S(=O)(=O)[O-])=CC2=CC=1)CC,EtOH,CCO,0.666
522,N(C1=[O+]C2=CC(N(CC)CC)=CC=C2C(=C1)/C=C1\SC2=C(C=CC=C2)N\1C)(CCCN(C)C)C,EtOH,CCO,0.522
537,[N+](C)(CC[N+](C)1CCN(CC1)C1=[O+]C2=CC(N(CC)CC)=CC=C2C(/C=C2\SC3C=CC=CC=3N\2C)=C1)(C)C,EtOH,CCO,0.537
526,OCCN1CCN(C2C=C(C3C([O+]=2)=CC(N(CC)CC)=CC=3)/C=C2/N(C)C3C=CC=CC=3S/2)CC1,EtOH,CCO,0.526
656,CC[N+]1=C2C(N(CC)CC1)=CC3=C(C4=CC=CC=C4C([O-])=O)C5=CC6=C(N(CC)CCN6CC)C=C5OC3=C2,EtOH,CCO,0.656
648,[NH2+]=C1C=CC2=C(C3=CC=CC=C3C([O-])=O)C4=CC5=C(N(CC)C(CCCC6)C6N5CC)C=C4OC2=C1,EtOH,CCO,0.648
646,CCN(C(CCCC1)C1N2CC)C3=C2C=C(C(C4=CC=CC=C4C([O-])=O)=C(C=C/5C)C6=CC5=[NH+]\CC)C(O6)=C3,EtOH,CCO,0.646
660,CCN(C(CCCC1)C1N2CC)C3=C2C=C(C(C4=CC=CC=C4C([O-])=O)=C(C=C/5)C6=CC5=[N+](CC)\CC)C(O6)=C3,EtOH,CCO,0.66
587,CCN(C(CCCC1)C1N2CC)C3=C2C=C(C(C4=CC=CC=C4C([O-])=O)=C5C6=C7C8=[N+](CCC7)CCCC8=C5)C(O6)=C3,EtOH,CCO,0.587
608,ClC(C=C1)=CC2=C1C3=[O+]C4=CC(N(CCC)CCC)=CC=C4C(C5=CC=CC=C5C([O-])=O)=C3C2,EtOH,CCO,0.608
602,CCN(CC)C1=CC=C(C(C2=CC=CC=C2C([O-])=O)=C(CC3=C4C=CC=C3)C4=[O+]5)C5=C1,EtOH,CCO,0.602
596,CCN(CC)C1=CC=C(C(C2=CC=CC=C2C([O-])=O)=C(CC3=C4C=CC(OC)=C3)C4=[O+]5)C5=C1,EtOH,CCO,0.596
604,CCN(CC)C1=CC=C(C(C2=CC=CC=C2C([O-])=O)=C(CC3=C4C=CC(O)=C3)C4=[O+]5)C5=C1,EtOH,CCO,0.604
613,CCN(CC)C1=CC=C(C(C2=CC=CC=C2C([O-])=O)=C(CC3=C4C=CC(NCC)=C3)C4=[O+]5)C5=C1,EtOH,CCO,0.613
639,CCN(CC)C1=CC=C(C(C2=CC=CC=C2C([O-])=O)=C(CC3=C4C=CC(N(CC)CC)=C3)C4=[O+]5)C5=C1,EtOH,CCO,0.639
